Age,Attrition,DailyRate,DistanceFromHome,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SatisfactionIndex,WorkBalanceScore,Overworked,FeedbackComment,AbsentDaysLastYear,LateComingCount,WorkedOvertimeDays,ExitComment,SurveyText,EngagementScore,PerformanceScore,Bonus,WellnessProgramParticipation,WorkHoursPerWeek,TenureInYears,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,Education_2,Education_3,Education_4,Education_5,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,StockOptionLevel_1,StockOptionLevel_2,StockOptionLevel_3,WorkLifeBalance_2,WorkLifeBalance_3,WorkLifeBalance_4,TenureBucket_2–5 yrs,TenureBucket_5–10 yrs,TenureBucket_10+ yrs,IncomeLevel_Medium,IncomeLevel_High,IncomeLevel_Very High,WellnessCategory_Fair,WellnessCategory_Good,WellnessCategory_Poor,ManagerPerformance_2.682758620689655,ManagerPerformance_2.6911196911196913,ManagerPerformance_2.7,ManagerPerformance_2.7058823529411766,ManagerPerformance_2.7349397590361444,ManagerPerformance_2.754601226993865,ManagerPerformance_2.7739726027397262,ManagerPerformance_2.786259541984733,TenureCategory_1-3 Years,TenureCategory_3-5 Years,TenureCategory_5-10 Years,TenureCategory_10-20 Years,TenureCategory_Veteran,FeedbackTokenized,FeedbackCleaned
1.28746007333287,0,-1.3236851319186793,-0.11432251553830745,1,2,0.21360878163849042,-0.24308023950582558,-1.1137798229280902,-0.13063805948323332,-0.7124493097999327,-0.3535402717894146,1.4988943347853132,-0.6691817842111099,Y,2.1354539602143685,2.350278605572012,1.1819037340980838,80,-0.24014421591937662,0.12920676593300862,0.4317454356371678,0.6896570883858384,-0.3817555831051643,0.7327731231083158,0.392597014994724,0.5588145043717133,0,Neutral,-0.8901168526207118,-0.5001336622632894,-0.5127629243676225,Still working,Average,-0.4720666709691557,2.350278605572012,-0.35354027178941444,0,0.0,10,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,['Neutral'],['Neutral']
-0.5133774427413549,0,1.4377942191423834,-0.7385902819631661,1,5,1.1475790928450817,-0.48850927267867406,0.33178914725121,-1.0255087669433824,0.20260277247435593,-0.8146870709049131,1.252675654085771,-0.6691817842111099,Y,-1.16302988938703,-0.42548147169838196,0.24834364175795726,80,-0.4979568569542843,0.12920676593300862,0.10354437389818631,0.6896570883858384,0.23677875850937904,-1.2156448761362542,0.9408100608480598,-0.6737763433748382,0,Neutral,1.6547092165392192,0.8871887349709867,2.9822378898160573,Still working,Satisfied,0.35589663671927835,-0.42548147169838196,-0.8146870709049129,0,0.0,8,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,['Neutral'],['Neutral']
-1.188691511269189,0,-0.5495777127533138,-0.8634438352481378,1,7,-1.6543318407746923,-1.2738821788317896,0.33178914725121,-1.0255087669433824,-0.7124493097999327,-0.6986217576651276,0.3332996077894833,2.5840509015741975,Y,-0.88815623525358,-0.42548147169838196,1.1819037340980838,80,-0.755769497989192,0.12920676593300862,-0.8810588113187582,-0.6809863512978154,-0.0724884122978926,-0.6589540192092341,-0.703829076711947,0.5588145043717133,0,Neutral,0.7293179186628808,0.1935275363538487,-0.5127629243676225,Still working,Average,-0.4720666709691557,-0.42548147169838196,-0.6986217576651274,0,0.0,2,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,['Neutral'],['Neutral']
-0.6259297874959937,0,0.47760328575457467,-0.8634438352481378,1,8,1.1475790928450817,0.6404642799164295,0.33178914725121,-1.0255087669433824,1.1176548547486445,-0.7816738601622909,-0.3383083267502287,-1.0758358699342734,Y,-0.6132825811201301,-0.42548147169838196,0.24834364175795726,80,-0.4979568569542843,-0.6441521777339805,-0.06055615697130444,0.6896570883858384,0.23677875850937904,0.45442769464480576,1.489023106701395,-0.6737763433748382,0,Happy,0.03527444525562678,0.1935275363538487,-0.5127629243676225,Still working,Very satisfied,0.07990886748980032,-0.42548147169838196,-0.7816738601622906,0,0.0,7,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,['Happy'],['Happy']
2.4129835208792594,0,1.2690784995807012,-0.7385902819631661,1,10,0.21360878163849042,0.7386358931855687,1.7773581174305102,-1.0255087669433824,-1.6275013920742212,-0.8643107021469681,-0.6059373275106005,0.5507804729583804,Y,1.310832997814019,2.350278605572012,-1.6187765429222958,80,0.01766842511553108,0.12920676593300862,-1.0451593421882488,-1.2292437271712768,-0.691022753912436,-1.2156448761362542,-1.8002551684186185,-1.9063671911213895,1,Unhappy,1.19201356760105,0.8871887349709867,2.1756992403890543,Still working,Needs improvement,-1.5760177478870678,2.350278605572012,-0.8643107021469679,0,0.0,1,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,['Unhappy'],['Unhappy']
-0.8510344770052718,0,1.3534363593615428,1.8833343370212403,1,11,1.1475790928450817,0.051434600301592664,0.33178914725121,-1.0255087669433824,0.20260277247435593,-0.8595352062533813,-0.13110713721417241,-0.6691817842111099,Y,1.8605803060809187,2.350278605572012,-0.6852164505821693,80,-1.4003011005764614,-0.6441521777339805,-1.0451593421882488,-1.2292437271712768,-0.691022753912436,-1.2156448761362542,0.392597014994724,0.5588145043717133,0,Neutral,-0.6587690281516272,0.5403581356624177,-0.5127629243676225,Still working,Satisfied,0.35589663671927835,2.350278605572012,-0.8595352062533811,0,0.0,1,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,['Neutral'],['Neutral']
0.04938428103184043,0,-1.479995283865532,1.7584807837362681,1,12,1.1475790928450817,-1.0775389522935106,-1.1137798229280902,0.7642326479769159,0.20260277247435593,0.5592023346544089,-0.7717264506132098,-1.0758358699342734,Y,1.585706651947469,2.350278605572012,-0.6852164505821693,80,-0.24014421591937662,-0.6441521777339805,0.26764490476767705,0.6896570883858384,-0.3817555831051643,1.0111185515718257,0.392597014994724,0.5588145043717133,0,Neutral,-0.19607337921345785,1.5808499335881248,-0.5127629243676225,Still working,Satisfied,0.35589663671927835,2.350278605572012,0.5592023346544088,0,0.0,9,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,['Neutral'],['Neutral']
-0.1757204084774376,0,1.2070506615065533,2.2578949968761557,1,13,0.21360878163849042,1.376751379434975,0.33178914725121,-0.13063805948323332,0.20260277247435593,-0.3313238343714235,0.32555245250431464,1.3640886444047073,Y,-0.6132825811201301,-0.42548147169838196,-0.6852164505821693,80,0.6622000277028004,0.12920676593300862,-0.06055615697130444,0.6896570883858384,1.473847441738466,0.7327731231083158,-0.15561603085861192,-0.6737763433748382,0,Neutral,0.49797009419379606,1.5808499335881248,-0.5127629243676225,Still working,Satisfied,-0.4720666709691557,-0.42548147169838196,-0.3313238343714232,0,0.0,7,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,['Neutral'],['Neutral']
-0.2882727532320765,0,-0.008694964746744584,0.8845059107414666,1,14,-1.6543318407746923,0.885893313089278,1.7773581174305102,-1.0255087669433824,-0.7124493097999327,-0.9149724846702377,0.3117484303598323,-1.0758358699342734,Y,-0.6132825811201301,-0.42548147169838196,0.24834364175795726,80,-0.755769497989192,1.675924653266987,-0.3887572187102859,-0.13272897542435386,-0.691022753912436,-0.3806085907457242,-1.252042122565283,0.5588145043717133,0,Neutral,-1.1214646770897965,0.8871887349709867,-0.5127629243676225,Still working,Average,-0.4720666709691557,-0.42548147169838196,-0.9149724846702374,0,0.0,5,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,['Neutral'],['Neutral']
-0.963586821759911,0,-1.6363054358123845,0.7596523574564946,1,15,1.1475790928450817,-0.8321099191206622,-1.1137798229280902,-0.13063805948323332,0.20260277247435593,-0.5480898218890193,-0.22308699905444757,-1.0758358699342734,Y,-0.88815623525358,-0.42548147169838196,1.1819037340980838,80,-0.24014421591937662,0.12920676593300862,0.26764490476767705,0.14139971251237687,-0.691022753912436,1.0111185515718257,1.489023106701395,-0.6737763433748382,0,Happy,-0.19607337921345785,-1.1937948608804274,0.6522373470269375,Still working,Satisfied,0.35589663671927835,-0.42548147169838196,-0.5480898218890191,0,0.0,9,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,['Happy'],['Happy']
